CPF,Nome,Idade,Sexo,Email,Nota_ENEM,Abandono,Semestre,CRA_Segundo_Semestre,CRA_Quarto_Semestre,CRA_Sexto_Semestre
66805393051,Maria Clara Duarte,22,F,salesnicole@example.net,787,True,6.0,9.671608120680787,5.107224473693276,8.053853476634469
88386751067,Daniel Sales,22,M,vitoria93@example.com,641,False,,7.330483663498643,7.981659977185043,7.764965461221288
71571689332,Lorenzo das Neves,22,F,noah50@example.com,658,True,7.0,9.86301473205365,9.692282077111306,5.137904846810167
19537859636,Maria Novaes,21,M,fernando35@example.org,679,False,,6.45776398232686,7.121981657502999,8.438594822954979
27632398301,Maria Clara Araújo,27,F,ysouza@example.com,751,True,6.0,7.686933197931238,9.26627032510987,7.670905598001182
63927765565,Miguel Teixeira,22,M,da-rocharyan@example.com,640,False,,5.706151654982083,6.857071949756918,6.004194086335669
14485039141,Luana Aragão,28,M,murilosilva@example.net,738,True,4.0,8.04454038446362,9.779863081683363,5.757866367410819
63265218341,Maria Eduarda da Cruz,28,M,santosjulia@example.net,789,True,2.0,9.100355971251547,6.283846135442435,9.591072096743426
36543771228,Srta. Lara Sales,28,M,castroagatha@example.com,665,True,3.0,7.537413003848869,8.997128153388179,6.596792232138162
65694934231,Isabella da Cunha,18,M,pedro81@example.net,641,False,,8.768474554920637,6.556815726522926,8.19047363967423
23780158288,Dra. Heloísa Carvalho,26,M,kevin04@example.com,789,True,1.0,7.077535318955494,5.191912556183096,8.472009763098516
77207823308,Sr. Luiz Gustavo Cunha,19,M,jda-rocha@example.org,718,False,,7.712786675029643,5.785327403616983,9.361491570120247
90786689790,Luana das Neves,19,F,bryanalves@example.org,719,True,8.0,5.314811313277489,5.79011053943796,7.486294264020208
24067025703,Brenda Santos,24,M,emanuelly21@example.net,704,True,5.0,8.851799128871358,7.52509422697624,9.943824081453473
81014097257,Dra. Maysa da Mata,24,M,clarice41@example.net,717,True,2.0,5.27595059457649,6.2231331813197635,8.564086485413359
97922564462,Lucas da Mata,26,F,yurifarias@example.com,670,True,7.0,7.148622215804385,9.573748084481794,6.670348437671825
69328929225,Eloah Dias,18,F,yagocastro@example.com,782,True,5.0,5.896754465223393,7.8603324105858405,8.805716868094509
13956812933,Maria Fernanda da Mota,26,F,pedro-miguel74@example.org,657,True,7.0,9.376766410704757,9.808859311961324,8.427307150105388
57717192337,Sofia Aragão,26,M,teixeiramaysa@example.org,706,True,1.0,5.746174955202922,6.891253135827048,9.89279071183682
37832265870,Brenda Duarte,21,F,gabriellyda-mata@example.net,760,False,,7.969009060986526,7.079017510505256,8.591544326491357
66407829709,Lívia Monteiro,18,F,ocorreia@example.net,714,True,5.0,5.956169145441168,7.752423757680519,5.801329077273864
88035074850,Cauã Rocha,21,M,camposnicolas@example.net,731,True,5.0,9.886845338080047,8.815795411278376,5.091616462971643
72962634125,Noah Lima,23,F,fernandesnoah@example.com,742,False,,9.879726977933998,5.108456170985615,8.048650384564267
3738250709,Gustavo Henrique da Cunha,18,M,alveseloah@example.org,777,True,3.0,7.044493182937433,5.296006301766268,6.821424319133385
85028030146,Laura Silveira,24,M,felipe32@example.net,708,False,,7.488152228021747,7.5180780242468614,5.130412342937587
89671140447,Ana Luiza da Cruz,23,M,rda-conceicao@example.net,751,True,7.0,6.308939024077004,8.15953111806465,7.46293059661803
44612663918,Dr. Luigi Barbosa,22,M,lauraalves@example.com,723,False,,6.538289625550245,9.08515152155364,7.9060778770184115
78416709218,Nathan da Cruz,24,M,rodriguesraul@example.net,764,True,2.0,6.894471547028029,5.4986463575213556,9.729670264081443
80584162526,João Miguel Cavalcanti,18,M,thiago74@example.com,703,True,1.0,9.151446374243958,5.52926007917566,6.498368599831688
108522348,Leandro Barros,28,F,vianabenjamin@example.net,761,True,2.0,5.736880715185678,6.589606302937334,7.5172649811456385
52201959261,Marcela Gonçalves,23,M,das-nevesandre@example.org,678,False,,7.922345755694247,8.303316799806923,8.664814874167739
18163819643,Alice da Cruz,25,F,santosdanilo@example.com,695,True,2.0,5.391310757576823,5.838659615069915,7.4206831944633365
69322880354,Ana Clara Costa,25,M,miguelcaldeira@example.net,719,True,1.0,5.1278079560880405,6.8852845915183245,8.76928524931238
72002397274,Enzo Ramos,22,F,lucas23@example.org,798,True,1.0,8.850052061135596,5.298477124060855,7.324905222338488
21980360923,Srta. Pietra Fogaça,24,F,vcardoso@example.org,692,False,,9.989927315570768,8.25206686254711,7.728917351468692
32069015120,Dr. Lucas Pires,23,F,sophieporto@example.net,643,True,1.0,8.47555241497022,6.168264759708773,8.47976357472324
93750798857,Davi Aragão,22,F,dda-conceicao@example.net,655,True,2.0,7.071263845136665,6.401697424186281,9.704894851709467
16132320738,Sr. João Guilherme Farias,19,M,zcardoso@example.com,646,True,2.0,5.906829589256289,9.807902134269327,6.729926191676993
24750413366,Alice da Paz,20,F,ocarvalho@example.org,707,False,,9.414236459469194,9.133238032043469,6.603932639610675
37898873289,Sr. Davi Lucas Araújo,22,F,luiz-gustavo55@example.com,758,False,,7.9930431514044855,9.315828071681025,5.717682098955899
35275501383,Enrico Rezende,22,M,claricefogaca@example.net,767,True,3.0,6.113250085625464,5.947372697295378,9.27789027422989
35218696796,Marcelo Freitas,18,M,kevinpires@example.org,668,False,,8.885581174762567,7.786671305894837,6.721985624205198
23345450087,Emanuel Carvalho,27,M,alexiacarvalho@example.net,775,True,2.0,5.002086576789149,6.654943179005029,6.503188996232106
23040240607,Elisa da Costa,25,M,rodrigo18@example.net,656,True,3.0,5.184918054844944,9.828033962211403,6.10454997598429
50474063151,Caio Lima,28,M,xcavalcanti@example.com,660,True,3.0,5.50671085011022,7.7318643747607485,7.659791996421497
75671732938,Pedro Viana,20,M,gabriellyrezende@example.org,654,True,4.0,5.293022774489858,8.363491680135677,5.059538341839615
77403495551,Rebeca Gomes,21,M,caio13@example.net,680,False,,5.988762476786145,6.568348861946689,7.243862098072626
16137754417,Dra. Alice da Cruz,23,F,cardosoyasmin@example.net,780,False,,9.861176084558949,7.356026245850314,8.426501732909859
11345322730,Maria Alice Ribeiro,19,F,xgoncalves@example.net,667,True,5.0,6.0925185921965985,6.45843400477022,5.151453557132345
28032669402,Thomas Duarte,19,M,marina05@example.com,751,False,,5.017367325333685,5.93281785570634,7.80559299166591
23953835662,Ana Oliveira,22,F,caldeirabianca@example.org,643,False,,8.895847538145972,9.381645360507152,6.873826658620777
92685021490,Lavínia Porto,20,F,danielpires@example.org,645,False,,9.07699414012102,8.749047621912956,8.97298284653709
21848203148,Marcela Rezende,18,F,bcardoso@example.net,672,False,,5.62359202820128,9.962894873940126,8.194302748323782
74719773183,Isabel Lima,20,F,ana-carolina50@example.org,761,False,,6.0199343105617595,6.220907395837327,9.275828385203221
56171338372,Luiza da Cruz,18,M,alexiada-conceicao@example.com,764,False,,8.287742267728248,5.043560662337479,8.609917376235533
9096319285,Sr. Enrico Lima,27,F,uda-rosa@example.net,797,True,6.0,9.42538580747863,6.145899585274449,6.529897229448327
61243177626,Emanuel Correia,24,F,rafaelda-rosa@example.net,723,False,,7.625290401911755,6.8549611828198564,6.000599987380233
16189724395,Luiz Felipe Porto,24,M,pnascimento@example.com,729,False,,5.293654099251317,5.540286257669423,8.793273436604794
32186030251,Isaac Barros,22,F,pietro49@example.com,681,True,7.0,8.287909141997403,5.560784902572512,5.348794924336823
12958837251,Heitor da Cunha,18,F,bviana@example.net,706,False,,5.988230777346682,7.103361903501835,6.449364455731235
87101250504,Pedro Henrique Martins,23,F,acampos@example.org,667,False,,8.337251639145581,7.555130235746138,6.548687578220781
45694021579,Maria Monteiro,26,M,rpereira@example.com,698,False,,9.616555719783856,7.271856885264404,6.049326068118992
30160962479,Lucca Azevedo,18,F,danielarezende@example.net,714,True,7.0,6.99793480475555,7.039491945448565,9.901545196595247
83389657500,João Felipe Costela,28,M,luiz-miguel28@example.org,797,True,5.0,8.626753871631871,7.318798479261965,9.93662872321766
87038178740,Bernardo Aragão,26,M,juliana13@example.org,664,True,6.0,6.090831102668253,6.79388180274192,6.085973771659452
86591158179,Juliana Cardoso,25,M,luiz-fernando84@example.net,790,False,,6.064941850466353,8.510249660736878,6.5610010137064325
82092725870,Amanda Cunha,28,F,da-costamarcos-vinicius@example.org,771,False,,6.01745200013287,6.942925932507649,7.101727679061783
11003143131,Ana Vitória Barbosa,26,M,bryan40@example.com,707,True,1.0,6.565217196417853,9.833967133020376,5.333473804955602
78665924741,Carolina da Rosa,22,M,araujoluiz-fernando@example.org,698,False,,7.4706793246145295,9.72498005713403,9.31343020757445
27474827165,Rebeca Ferreira,22,F,davi-luizda-mata@example.org,702,True,1.0,5.08145563069168,8.14497372553205,9.809903812160904
59680970837,João Pedro Almeida,24,F,diasrafael@example.net,716,True,4.0,6.850927865105405,6.428870525645264,6.82095394705823
40676625115,Emanuelly Aragão,22,F,eduardo74@example.net,662,False,,8.921142194028803,7.105603071480759,6.125602502642179
11158964916,Murilo Novaes,25,F,luizacostela@example.com,791,True,5.0,5.290960511970516,5.084822537216207,9.726915978630151
4102850621,Nicolas Vieira,22,F,uviana@example.org,757,True,6.0,6.915356387864328,7.261559716383738,6.2505272518264725
85329232547,Sr. Isaac da Paz,26,F,clarice55@example.net,688,True,4.0,8.801521826426962,7.805204452782512,7.141117498240197
99993478940,Fernanda Rodrigues,19,F,cmoura@example.org,710,True,3.0,9.863232390146159,8.890332261580859,9.608230466910285
15756920129,Alice Jesus,26,F,kamillyda-rosa@example.net,704,False,,7.091994682655226,9.870589813598354,6.2616592570958165
3309892221,Sra. Sofia da Cruz,18,M,maria-eduardamoraes@example.org,779,True,3.0,5.582448858479989,9.659604420773901,5.791744640629481
65541803016,Sr. Enrico Nogueira,21,M,enzo-gabrielfreitas@example.com,697,False,,9.998421560458095,6.9717059573147875,6.418171291184433
99123237853,Sofia Sales,27,M,ufarias@example.com,722,True,8.0,9.251935584379792,6.370365229617925,5.704692077737324
26815360696,Pietra Pinto,24,M,nathangomes@example.net,788,True,7.0,9.51472007019923,8.425295589590357,5.659965912079571
8806259645,Lívia Pinto,27,F,davi-lucca24@example.net,708,False,,8.571143418006773,9.354296303628828,6.658921538835238
66969067909,Nathan Fogaça,28,M,monteirojulia@example.org,700,True,4.0,9.783696637737872,5.667390207756934,9.330136535912974
45383105713,Murilo Melo,26,F,brunaferreira@example.com,651,True,7.0,7.747556437016918,6.032427433917491,7.892703616490446
5492547858,João Gabriel Almeida,26,F,barbosaana-beatriz@example.org,665,True,6.0,7.964227920581959,8.95008464633945,8.583726153957477
88906982814,Lavínia Castro,27,M,marcela79@example.com,729,False,,9.784396343409547,6.827569081583913,9.464224037502486
62867665268,Lucas Gabriel da Paz,28,M,joao-felipe32@example.net,654,False,,5.048363784646153,9.01329073493174,6.3464319122125135
43361610057,Rodrigo Castro,22,F,liviajesus@example.org,759,True,7.0,9.721715498388228,5.204120359002763,6.381722486893493
62542154234,Pietro da Luz,23,M,stephanyda-luz@example.org,675,True,2.0,8.938669245546816,5.002547772128138,7.432693973780985
81773221204,Gabriela Rezende,18,F,agoncalves@example.com,779,False,,8.048274368431692,9.39620005392253,7.43461199987283
27545059900,João Pedro Nunes,22,F,pintoluna@example.com,701,False,,8.732792592496807,6.458077998668058,5.363848301693426
55057700735,Vinicius da Cruz,25,F,cmelo@example.net,721,False,,7.429645073992429,8.137735999438886,9.716416453409753
60995131946,Maria Fernanda da Cruz,25,M,joao-lucas24@example.org,667,True,8.0,6.039080718706057,5.57135142969348,9.608614127075743
36635152463,Evelyn Ferreira,23,F,thiagoaragao@example.net,709,True,3.0,5.537420530740759,7.026487499183706,5.518883808310204
58243055793,Srta. Sophia da Costa,19,M,maria-vitoria87@example.net,771,False,,9.461457309284885,9.110454093823037,7.563714803741757
84685313757,Bárbara Freitas,20,F,gabriellylima@example.net,728,True,3.0,7.023273461120908,5.6640603728642365,9.407571220237369
64083293616,Ana Carvalho,18,F,gabrielly86@example.org,674,True,1.0,7.9102108167766,6.991229982322857,5.198410530233223
34546720685,Dr. Vitor Hugo Sales,23,M,fariasheitor@example.net,738,False,,9.434642376736301,6.175160842253286,8.46945770732599
15458673108,Esther Almeida,22,M,laura33@example.net,661,True,4.0,5.649537757304214,8.220693296693,8.994782643504024
82304826578,Alícia Martins,19,M,cecilia24@example.net,748,False,,6.208099209160816,5.268727338993705,6.44999706754294
99797730327,Ana Julia Nogueira,18,M,cardosoeduarda@example.com,756,False,,5.49934052797045,8.925986802385202,6.130839043830448
34480884215,Thomas da Conceição,25,F,giovannarocha@example.com,717,False,,9.291130726251474,9.478685558059153,7.24874545499655
61593613097,Ana Carolina Novaes,28,F,jalmeida@example.com,667,False,,6.296989235579238,7.550145367108949,7.8780186705776165
47003303672,Sofia Costa,27,F,gferreira@example.org,677,True,3.0,5.843066590038916,7.120955488651146,8.00225613571091
12180255389,Lara Mendes,23,M,saragao@example.net,675,False,,7.483687241373924,8.847934710760633,5.4233622325953785
4481179514,Mariane Fogaça,22,F,rezendenoah@example.org,714,False,,7.246845303079892,9.613103300701344,5.671062036241411
31713643711,Matheus Carvalho,20,F,stephanyda-cunha@example.org,722,False,,9.800789982871056,8.875281860204792,7.554787422176057
77053123564,Pietra da Conceição,25,F,miguel97@example.net,789,True,2.0,9.82230619580212,8.976160529623952,7.911858777588705
70007164885,Luiz Henrique Fogaça,26,M,isabella95@example.net,736,True,1.0,9.357230741437442,6.828640509006304,9.102135645780823
72138319053,Sra. Marina da Mata,21,M,aragaoandre@example.net,693,True,2.0,6.2102102572157065,9.091980889228225,9.74976861222913
5176583347,Noah das Neves,24,F,bernardo22@example.net,684,True,1.0,8.944835956657851,7.2087109603133595,7.235549208916704
94473923133,Esther Barros,26,M,maria29@example.com,760,True,6.0,5.6820306903298174,6.270520218087349,9.92281848971923
52911536760,Isadora Ferreira,26,M,bruna35@example.org,732,False,,9.831225550444358,5.270322987086517,5.709838455691159
92251454365,Marcos Vinicius Gomes,23,F,vianajoao@example.com,647,False,,9.67536152306623,8.933366643489892,5.268172566509951
2883408496,Otávio da Luz,28,M,felipenascimento@example.com,678,False,,6.690018185916657,5.169539371423272,5.236194617738324
56989336583,Nina da Cruz,28,M,paulo89@example.net,671,False,,8.363191482962401,9.639781081321647,8.090042228701112
15379128690,Maria Julia Caldeira,27,F,lorenzoda-rosa@example.net,760,False,,7.648024597643999,9.75726917991473,9.466438799087738
45983511970,Eloah Almeida,18,F,wdias@example.org,689,True,1.0,7.891406802185265,8.091260057217314,5.911716468541941
99273395357,Levi Peixoto,24,F,tda-rocha@example.com,646,False,,7.5546999116845726,5.8883706099531015,7.912229907526166
13801057226,Ana Vitória Melo,25,F,sophie99@example.com,716,True,8.0,6.120863866949929,6.162828349833783,6.619347163747934
3970824532,Cecília Rocha,28,M,gabriel18@example.net,736,False,,6.6057342949235345,9.050585204938116,5.381991746179024
7494049522,Pedro Gomes,25,M,da-rochaemanuelly@example.org,788,False,,5.744890497751976,7.619681404382925,9.434624785022034
37189096544,Srta. Isabel Costa,22,F,mpeixoto@example.net,657,False,,9.070157180177162,6.867448138429914,8.919547720470684
93984312421,Dr. Danilo Fernandes,27,F,da-rochapedro@example.com,798,False,,9.653588689140793,6.176750015619511,5.356998601330973
79910407646,Ana Clara Lima,18,F,alvescalebe@example.net,742,False,,7.5947042247169705,5.489404561102428,8.344561418077868
93214811382,Sra. Bruna Carvalho,23,F,ssilva@example.org,705,False,,7.822287826215451,5.273292756667537,6.764342189150218
12729758077,Ana Sophia Pinto,19,F,eloah63@example.com,661,False,,9.794357318257111,9.575825506244186,5.666987850071056
96341911097,Nicolas Freitas,27,M,abarros@example.org,683,True,6.0,8.25794166501403,8.058757855647297,7.559669080414796
21225312332,Bruno da Luz,27,M,sofia06@example.net,796,False,,6.17507647598575,8.049971931078765,7.9770228270462855
63576517123,Joana Barros,18,F,ana-luiza79@example.com,648,True,2.0,5.8376387702141415,7.859305247222131,8.216077302414654
41473752496,Ana Beatriz Moraes,27,M,wmartins@example.net,765,True,1.0,7.120836644677485,7.558241768567342,5.327196911811403
53017018932,Levi Lima,27,M,isadoraazevedo@example.org,739,False,,8.088006976487794,5.578783488765934,7.045728041427924
27031063061,Milena Ribeiro,25,M,emanuelmendes@example.org,738,False,,6.632896843464003,7.840430655611097,7.107845738037918
60188568003,Maria Julia da Mota,27,M,mpeixoto@example.com,767,False,,5.4129173074105,7.375333717942443,6.904056056149122
61223747444,Sophie Nogueira,19,F,da-conceicaofelipe@example.com,799,True,3.0,9.988623816642056,7.615338365531324,9.908808165302524
16453911416,Bárbara Ramos,23,F,correiaisaac@example.net,735,False,,9.317491131158555,7.155939817444445,5.947719580502206
46333414372,Felipe da Mota,20,F,dcastro@example.net,646,True,2.0,6.83754211825463,6.917854290289394,5.347723305074375
71301088680,Sophia da Conceição,22,M,luigivieira@example.org,790,True,8.0,9.845783134672093,5.483974067047559,9.92802240804605
84353352328,Samuel Martins,27,F,karagao@example.org,759,False,,6.959031403338356,5.257137157895105,7.723630337659303
46424221019,Rebeca da Paz,23,F,kaique90@example.com,693,False,,6.131064689086818,7.2391053954724445,9.594188871385661
11784360263,Lara Martins,19,F,piresdiogo@example.com,760,True,1.0,9.996645016334693,5.561514176405307,8.075659293458111
94283869751,Gabriel Cardoso,25,M,wfogaca@example.net,786,True,2.0,7.066322301166137,7.42552558665255,5.46759149698739
3256592121,Kaique Gomes,22,M,diego21@example.com,651,False,,8.43961933907887,9.21470971772288,9.717687522542981
60011984929,Camila Souza,27,F,limalorenzo@example.com,774,True,3.0,7.679607366357724,5.7183109182703635,9.169022640104696
6670534179,Maria Eduarda da Rocha,28,M,juliana23@example.net,677,True,4.0,7.968769400452034,7.669287837492874,9.444777518226385
27159451650,Leonardo da Rocha,22,M,heitor87@example.com,692,False,,7.0276079866716845,7.59020942815489,5.387635064905256
29291606539,Paulo Rodrigues,28,F,calebesouza@example.net,747,True,8.0,5.261417879705697,6.725673948260586,5.276922807467804
8484346379,Daniel Caldeira,26,M,olivia71@example.com,742,False,,9.866445359537558,5.982663964096152,5.046560987676479
59057321446,Lorena Gonçalves,21,M,davi58@example.com,712,True,4.0,9.331734757957783,9.97821324101367,8.907955677369367
23134491932,Matheus Martins,28,M,nina89@example.net,656,True,1.0,6.68877948546092,5.827779117502589,5.373136633587022
26202462317,Enrico Castro,18,M,nascimentostephany@example.net,752,False,,6.476107133213368,7.212700255830142,5.073813942298208
13181972556,Dr. Henrique Nogueira,25,F,cavalcantipietra@example.net,709,True,5.0,8.336039536228496,6.799439555337849,5.756839098663281
32447501219,Emanuella Monteiro,23,F,luiz-miguelpinto@example.net,677,False,,7.561718764263482,8.733383466934601,6.23850661529727
35210029933,Larissa Monteiro,28,F,kdas-neves@example.org,704,True,8.0,5.523483957367305,6.264752814342975,7.667759699858797
93041102084,Lívia Gonçalves,23,F,ecostela@example.com,791,True,1.0,6.531752121947004,5.548941856679678,6.276370212575402
72968735868,Sra. Eduarda Souza,24,M,beniciomelo@example.com,778,False,,8.687327384543948,6.946667518169123,5.080453929400919
23625704673,Júlia Peixoto,26,F,jmoraes@example.org,748,False,,7.661473591110995,5.519602948687377,8.420722433462522
44308583397,Pietra Ferreira,27,F,bazevedo@example.org,654,True,7.0,5.949693831570881,9.756439964101938,6.858670807668831
80700977602,Erick Rocha,26,M,maysabarros@example.com,786,True,1.0,9.833784997833831,5.9357967803635745,8.347727314649307
41003349086,Vinicius Farias,25,F,maria-sophia46@example.net,784,False,,9.151060188808486,6.5983639732129715,5.605330908264844
35804990869,Guilherme Freitas,24,M,pedro-lucas93@example.org,680,False,,9.306877481678464,7.726810261885037,6.486987396708707
60115822016,Gabriel Moraes,18,F,da-matastella@example.net,719,False,,7.553994478809517,5.380863966405781,7.698956855796325
21918348551,Srta. Sophia das Neves,20,M,emoura@example.net,658,False,,7.531683744473455,6.305127189913424,8.619809512112525
26767252942,Emanuelly Duarte,20,M,hmonteiro@example.org,648,False,,7.065597642955053,7.694825640549263,6.314537891835872
63989094507,Lucas Barbosa,19,F,monteiroarthur@example.org,791,True,2.0,7.635533477901873,9.710530242013494,6.971056486320928
60588313771,Isabel da Cunha,24,F,marina10@example.com,746,True,5.0,7.697881863288259,9.080787490543514,5.161164185315556
81370449405,Sr. Augusto Moraes,25,M,rezendeleandro@example.com,796,True,7.0,9.916419137238673,5.735667529555108,6.581383055901437
64633996319,Catarina Fogaça,21,M,marinacardoso@example.org,691,False,,8.24945791614725,9.648733416043749,7.767026354226218
96642252152,Lucca da Mota,28,F,da-costacaue@example.net,703,False,,8.50099277946792,7.916961190507507,8.85748865656523
78420503782,Pietro Dias,19,M,fda-paz@example.org,796,True,3.0,5.3244491284479905,8.617108698082365,7.057485269009077
38221789142,Matheus Cardoso,21,F,pintovitor-hugo@example.org,748,True,1.0,5.886882297054759,5.039718830583331,8.640179072482209
74987390465,Carolina Cunha,21,M,lrodrigues@example.org,792,True,7.0,7.401221058799814,8.291636428318427,5.929287005464926
4181579847,Vicente Viana,24,F,luccada-paz@example.com,764,True,5.0,7.362329027750342,8.24990359427979,7.655451267273762
16800973667,Marcelo Carvalho,25,M,felipelima@example.net,650,False,,7.074600041609328,6.305561257936642,7.954666836762314
12019954876,Davi Correia,19,F,vicentealmeida@example.org,748,False,,6.357545653664227,7.616661272614298,8.623411488526447
13518676737,Cecília Gonçalves,23,M,nda-rocha@example.com,690,True,1.0,5.319139826315073,7.755121193027147,8.495065259001837
72149266300,Mirella Mendes,19,F,costelavitor-hugo@example.org,789,True,3.0,5.769280753800156,9.963251844681718,6.1827090674110465
50328866066,Lívia Melo,25,M,gomesmaria-fernanda@example.org,739,True,1.0,8.75707222321175,5.709132869171009,5.247485575541963
33437370868,Thomas Ribeiro,20,F,barrosmarcelo@example.org,690,True,2.0,9.354389369460327,8.07540253751219,6.761128332658252
88452369991,Kamilly da Rocha,24,F,pedro-henriquelima@example.org,753,False,,9.999604148191713,9.725242761328747,7.653668547519094
16199045255,Juan Almeida,20,M,joao-pedro22@example.net,762,False,,7.343383083548386,9.211832654524619,9.482989503750549
51115545957,Yuri Peixoto,18,F,carlos-eduardojesus@example.com,708,False,,5.980892972649846,7.428072172529797,5.008649473295969
13648316631,Sr. Enzo Gabriel Alves,22,M,zda-paz@example.com,715,False,,8.59845574997548,7.948119836280173,7.035824762256913
1642910818,Leandro Campos,26,M,da-luzgabrielly@example.net,727,False,,8.69353593899918,5.423305200679678,9.74114418658911
54366906012,Breno Aragão,28,F,scarvalho@example.net,648,False,,5.153219911697464,7.453633078571328,9.08791361861195
50931251417,Caroline Alves,26,F,correiaarthur@example.org,761,False,,6.854696470276302,9.82528069864816,7.253902743706915
22068079932,Ana Vitória Vieira,27,M,goncalvesclarice@example.net,676,False,,5.825740710245079,9.075069630499826,7.292340072552914
37524888105,Maria Eduarda Caldeira,27,F,joao-vitor39@example.org,737,True,7.0,6.82845966812906,5.400759111395809,6.8641256351252515
54428754163,Sarah Pereira,20,F,breno01@example.com,679,False,,9.528478901271797,8.274625042018231,7.864287275837085
30194264616,Sra. Ana Carolina Campos,21,M,anamoreira@example.net,682,False,,7.845057558722648,9.791754747280248,5.901493440760697
13386075408,Samuel Caldeira,26,M,ynascimento@example.net,704,True,8.0,6.161782578609866,5.018311660301135,8.382071436377244
87626675845,Luana Moura,22,M,znascimento@example.org,759,False,,8.55238759969305,9.723159932077422,7.787148310521108
58387811128,Sra. Sophie Martins,19,M,nascimentomaria@example.org,697,False,,6.263683262102944,8.535846195830196,7.464851495348344
84805994040,Luiz Fernando Araújo,20,M,costelastephany@example.com,731,True,5.0,8.849790129754734,9.897702523980294,6.306244949318494
23033947383,Ana Carolina Sales,18,M,matheus33@example.com,796,False,,6.825396163054242,8.534952607915876,7.750535286517893
72062927652,Olivia Novaes,24,F,moraeslorena@example.com,723,False,,5.694727994163089,7.507822831619971,5.4234192437545055
55688602628,Luna Silva,23,F,enzoaragao@example.org,655,True,7.0,5.938458372109468,6.50196450089763,7.589422341754176
87008237825,Dra. Mirella Peixoto,26,M,renan98@example.net,723,False,,8.809222263753995,9.896347541881378,5.881217070492662
71677223935,Henrique Silveira,26,F,joao-vitor98@example.com,681,False,,6.157848145600732,8.3281939739812,9.401934596526228
61398232753,Sophie Rezende,20,F,dsilveira@example.org,721,True,5.0,8.554926062347846,9.050682314735951,5.741303716902863
63547990990,Murilo Nunes,26,M,tlima@example.com,736,True,2.0,7.425688665900859,5.78964057633843,7.08497213076636
43150647002,Kaique Cavalcanti,25,M,joao-guilhermepires@example.com,663,True,3.0,8.693581683241415,8.332966274211355,7.943537555565699
85799852604,Vitor Novaes,28,M,larissada-luz@example.net,753,True,1.0,6.813827969982901,9.957214197795713,8.83292748757606
58608972934,Benjamin da Conceição,21,M,zcardoso@example.com,787,True,6.0,7.2153589323927285,9.208211870285231,9.062185288527091
84569008558,Bárbara Teixeira,27,M,luigi54@example.net,710,False,,6.600863791500622,6.267623758255744,7.016433868217998
53690877999,Davi Lucas Pinto,26,M,snogueira@example.net,733,False,,7.730300008797361,8.182827920720365,9.519491422955877
90664700787,Srta. Juliana Teixeira,28,F,alicemelo@example.net,645,False,,6.787388622366537,6.479806494842217,7.985876008026453
24771795251,Isabel da Mata,23,F,antonio37@example.org,730,True,2.0,5.94094958322273,8.728490070267393,5.855755944561728
46785778015,Joaquim da Cruz,27,M,vitor-hugoda-cunha@example.com,643,False,,5.541384759923054,6.976146655374343,5.303478069606275
24522933903,Enrico Gonçalves,18,F,qcarvalho@example.com,722,True,1.0,5.181611112251896,9.785171442209808,9.692637421475386
35749777474,Emilly Azevedo,19,F,rodriguesnicole@example.org,771,False,,8.987004671844492,7.7717382315229635,8.605914616107428
29636490315,Sra. Valentina Nunes,20,M,inovaes@example.org,751,False,,9.428680404498238,6.559580575965116,8.555853543562012
86053392231,Eloah Gonçalves,25,F,matheusda-paz@example.net,734,False,,7.561377225180458,9.77355188700681,6.959532781491485
453278628,Clarice Ramos,25,M,vcunha@example.net,647,False,,9.678152050761806,5.089442030920528,7.279270525744878
42913531609,Eloah Martins,23,M,duartemarcela@example.net,749,False,,8.615307271842243,7.434341495734028,8.260104812776808
56914595866,Clarice Rezende,27,F,kevincaldeira@example.org,713,True,7.0,8.278246266347056,7.407327288138722,5.487734031114057
77347898460,Nicolas Lima,22,F,isabella11@example.net,675,True,8.0,5.064964014759113,9.647435104062215,5.546363524546715
39317567953,Miguel Peixoto,26,F,lopessofia@example.com,743,False,,6.335731742094337,8.597472905213255,6.8439229074579275
61318638496,Theo Cardoso,25,F,sophiecardoso@example.net,728,True,4.0,5.001864316320338,8.270880047596897,9.506842925370751
10742465640,João Gabriel Gomes,21,M,pietrarocha@example.org,733,True,3.0,9.288816688688229,6.15334704699502,9.495425339308884
15777233767,Danilo da Rocha,28,M,isabellyalves@example.org,711,False,,6.121718144973811,9.447968538903492,5.960001957923934
33567709715,Renan Moura,21,M,mda-luz@example.net,768,False,,9.49933318170281,9.789421191956649,9.005257738150569
98550840095,Bernardo Moraes,24,F,ualmeida@example.org,678,False,,7.362167858854818,6.18259014823772,9.362080770259121
75647976631,Luigi Moraes,23,M,luigisouza@example.org,694,False,,9.8449683883648,9.423384382541617,7.924945804938551
9669003573,Bruno da Mata,18,F,maria-luizasouza@example.com,691,True,5.0,8.043809070214985,8.436835280990966,8.881907344423588
35443533611,Ana Luiza da Conceição,23,M,vitorpeixoto@example.com,756,False,,6.6675212985668155,5.09716129602662,7.703335568597442
46253304896,João Guilherme Nunes,24,F,marina20@example.com,696,False,,6.721313206452329,8.72990418431023,5.142856502920871
37599171918,Valentina Cunha,23,M,marceladias@example.com,679,False,,7.939597060342771,9.153470092726717,7.126337263219289
37914169058,Benjamin Fernandes,23,F,sophieda-luz@example.net,714,False,,9.151593093656183,9.102708936465957,5.867867253268077
